name,location,body_type,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
2012 Maruti Wagon R 1.0 LXI,Gurugram,Hatchback,2012,76750,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,312000.0
2018 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Noida,Sedan,2018,50723,Petrol,Automatic,2,20.0,1462.0,103.0,5.0,1100000.0,763000.0
2018 Maruti Swift VXI,Ghaziabad,Hatchback,2018,78023,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,537000.0
2018 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2018,52856,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,530000.0
2016 Maruti Baleno DELTA PETROL 1.2,Delhi,Hatchback,2016,48242,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,497000.0
2021 Maruti Baleno ZETA PETROL 1.2,Gurugram,Hatchback,2021,46568,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,726000.0
2019 Maruti Swift ZXI PLUS AMT,Noida,Hatchback,2019,90696,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,850000.0,612000.0
2011 Maruti Alto K10 VXI,Ghaziabad,Hatchback,2011,81585,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,177000.0
2018 Maruti Swift ZXI PLUS AMT,Faridabad,Hatchback,2018,49070,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,850000.0,619000.0
2022 Maruti Dzire VXI,Delhi,Sedan,2022,35844,Petrol,Manual,1,23.0,1197.0,89.0,5.0,900000.0,707000.0
2019 Maruti Dzire VXI AMT,Gurugram,Sedan,2019,41666,Petrol,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,653000.0
2013 Maruti Ritz ZDI,Noida,Hatchback,2013,82552,Diesel,Manual,1,18.0,1197.0,74.0,5.0,700000.0,366000.0
2017 Maruti Alto 800 LXI,Ghaziabad,Hatchback,2017,96161,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,240000.0
2021 Maruti Vitara Brezza ZXI PLUS AT DUAL TONE SHVS,Faridabad,SUV,2021,68282,Petrol,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,989000.0
2022 Maruti Vitara Brezza ZXI PLUS AT SHVS,Delhi,SUV,2022,24794,Petrol,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,1102000.0
2017 Maruti Swift LXI (O),Gurugram,Hatchback,2017,98274,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,409000.0
2017 Maruti Alto 800 LXI,Noida,Hatchback,2017,47179,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,295000.0
2021 Maruti Alto VXI PLUS,Ghaziabad,Hatchback,2021,24381,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,373000.0
2020 Maruti Baleno ZETA CVT PETROL 1.2,Faridabad,Hatchback,2020,47699,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,739000.0
2021 Maruti Alto VXI,Delhi,Hatchback,2021,45381,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,358000.0
2017 Maruti Alto 800 VXI,Gurugram,Hatchback,2017,66467,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,281000.0
2018 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2018,77148,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,514000.0
2021 Maruti Swift LXI,Ghaziabad,Hatchback,2021,29057,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,575000.0
2022 Maruti Alto K10 VXI,Faridabad,Hatchback,2022,22864,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,403000.0
2016 Maruti Vitara Brezza ZDI,Delhi,SUV,2016,76173,Diesel,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,751000.0
2017 Maruti Celerio VXI,Gurugram,Hatchback,2017,90417,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,361000.0
2023 Maruti Baleno ALPHA PETROL 1.2,Noida,Hatchback,2023,28570,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,900000.0
2017 Maruti Baleno ALPHA PETROL 1.2,Ghaziabad,Hatchback,2017,61462,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,608000.0
2019 Maruti Baleno ZETA PETROL 1.2,Faridabad,Hatchback,2019,55295,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,647000.0
2013 Maruti Alto 800 LXI,Delhi,Hatchback,2013,49551,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,219000.0
2018 Maruti Baleno ZETA PETROL 1.2,Gurugram,Hatchback,2018,43680,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,620000.0
2021 Maruti XL6 ZETA MT,Noida,MPV,2021,54421,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,999000.0
2012 Maruti Swift VDI,Ghaziabad,Hatchback,2012,62234,Diesel,Manual,2,22.0,1197.0,88.0,5.0,850000.0,356000.0
2021 Maruti XL6 ZETA MT,Faridabad,MPV,2021,53293,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,980000.0
2019 Maruti Dzire VXI AMT,Delhi,Sedan,2019,19029,Petrol,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,664000.0
2021 Maruti Swift VXI,Gurugram,Hatchback,2021,23180,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,643000.0
2014 Maruti Celerio VXI AMT,Noida,Hatchback,2014,58071,Petrol,Automatic,3,25.0,998.0,66.0,5.0,700000.0,318000.0
2020 Maruti Alto LXI,Ghaziabad,Hatchback,2020,62586,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,306000.0
2015 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2015,61446,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,441000.0
2013 Maruti Alto K10 VXI,Delhi,Hatchback,2013,62715,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,194000.0
2020 Maruti Baleno ZETA PETROL 1.2,Gurugram,Hatchback,2020,55997,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,690000.0
2012 Maruti Ritz VXI,Noida,Hatchback,2012,42582,Petrol,Manual,1,18.0,1197.0,74.0,5.0,700000.0,283000.0
2014 Maruti Wagon R 1.0 VXI,Ghaziabad,Hatchback,2014,22765,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,365000.0
2021 Maruti Baleno ZETA PETROL 1.2,Faridabad,Hatchback,2021,31437,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,738000.0
2018 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,Delhi,Sedan,2018,29010,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,696000.0
2022 Maruti Alto VXI,Gurugram,Hatchback,2022,10612,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,424000.0
2019 Maruti Baleno ALPHA CVT PETROL 1.2,Noida,Hatchback,2019,32201,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,747000.0
2017 Maruti Alto 800 LXI,Ghaziabad,Hatchback,2017,49061,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,277000.0
2021 Maruti S PRESSO VXI+,Faridabad,Other,2021,10266,Petrol,Manual,1,,,,,,450000.0
2017 Maruti Baleno ALPHA PETROL 1.2,Delhi,Hatchback,2017,47626,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,568000.0
2023 Maruti Alto K10 LXI,Gurugram,Hatchback,2023,16628,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,472000.0
2013 Maruti Wagon R 1.0 LXI CNG,Noida,Hatchback,2013,64400,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,273000.0
2017 Maruti Swift VXI,Ghaziabad,Hatchback,2017,74579,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,493000.0
2014 Maruti Wagon R 1.0 LXI CNG,Faridabad,Hatchback,2014,28118,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,348000.0
2015 Maruti Wagon R 1.0 LXI CNG,Delhi,Hatchback,2015,52646,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,353000.0
2016 Maruti Celerio ZXI AMT,Gurugram,Hatchback,2016,42692,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,391000.0
2017 Maruti Baleno ZETA PETROL 1.2,Noida,Hatchback,2017,94021,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,491000.0
2023 Maruti XL6 ZETA CNG,Ghaziabad,MPV,2023,32447,CNG,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,1228000.0
2019 Maruti New Wagon-R LXI CNG 1.0,Faridabad,Other,2019,86195,CNG,Manual,1,,,,,,479000.0
2023 Maruti XL6 ALPHA PLUS MT,Delhi,MPV,2023,21398,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,1198000.0
2013 Maruti Swift Dzire VDI,Gurugram,Hatchback,2013,40081,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,487000.0
2020 Maruti New Wagon-R LXI CNG 1.0,Noida,Other,2020,57184,CNG,Manual,1,,,,,,520000.0
2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE,Ghaziabad,SUV,2016,72213,Diesel,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,747000.0
2021 Maruti Baleno ZETA CVT PETROL 1.2,Faridabad,Hatchback,2021,16690,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,792000.0
2018 Maruti Baleno DELTA CVT PETROL 1.2,Delhi,Hatchback,2018,33974,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,581000.0
2022 Maruti BREZZA ZXI SMART HYBRID,Gurugram,SUV,2022,18859,Petrol,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,1141000.0
2021 Maruti New Wagon-R ZXI 1.2 AMT,Noida,Other,2021,26550,Petrol,Automatic,1,,,,,,612000.0
2020 Maruti Dzire ZXI PLUS AMT,Ghaziabad,Sedan,2020,56042,Petrol,Automatic,2,23.0,1197.0,89.0,5.0,900000.0,598000.0
2022 Maruti New Wagon-R VXI 1.0 AMT,Faridabad,Other,2022,28720,Petrol,Automatic,1,,,,,,674000.0
2017 Maruti Baleno ZETA CVT PETROL 1.2,Delhi,Hatchback,2017,113814,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,528000.0
2014 Maruti Wagon R 1.0 LXI CNG,Gurugram,Hatchback,2014,81895,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,312000.0
2017 Maruti Baleno ZETA DIESEL 1.3,Noida,Hatchback,2017,107690,Diesel,Manual,2,22.3,1197.0,89.0,5.0,900000.0,527000.0
2017 Maruti Celerio ZXI AMT,Ghaziabad,Hatchback,2017,33857,Petrol,Automatic,2,25.0,998.0,66.0,5.0,700000.0,404000.0
2016 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2016,43273,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,505000.0
2018 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Delhi,Sedan,2018,57301,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,747000.0
2016 Maruti Ciaz VXI,Gurugram,Sedan,2016,99639,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,459000.0
2018 Maruti Baleno ALPHA CVT PETROL 1.2,Noida,Hatchback,2018,15600,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,699000.0
2018 Maruti Baleno ZETA CVT PETROL 1.2,Ghaziabad,Hatchback,2018,43313,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,631000.0
2013 Maruti Swift ZXI,Faridabad,Hatchback,2013,42338,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,337000.0
2015 Maruti Alto 800 LXI CNG,Delhi,Hatchback,2015,68920,CNG,Manual,2,24.0,998.0,66.0,5.0,600000.0,237000.0
2017 Maruti Dzire LXI,Gurugram,Sedan,2017,89378,Petrol,Manual,2,23.0,1197.0,89.0,5.0,900000.0,444000.0
2016 Maruti Swift VXI O,Noida,Hatchback,2016,35970,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,433000.0
2016 Maruti Celerio ZXI,Ghaziabad,Hatchback,2016,33655,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,367000.0
2016 Maruti Ciaz VDI SHVS,Faridabad,Sedan,2016,96990,Diesel,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,566000.0
2015 Maruti Ertiga VXI CNG,Delhi,MPV,2015,52143,CNG,Manual,3,20.5,1462.0,103.0,7.0,1150000.0,601000.0
2015 Maruti Wagon R 1.0 VXI AMT,Gurugram,Hatchback,2015,95214,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,750000.0,301000.0
2016 Maruti Baleno DELTA CVT PETROL 1.2,Noida,Hatchback,2016,34019,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,522000.0
2017 Maruti Vitara Brezza VDI,Ghaziabad,SUV,2017,53293,Diesel,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,625000.0
2015 Maruti Baleno ZETA DIESEL 1.3,Faridabad,Hatchback,2015,56687,Diesel,Manual,1,22.3,1197.0,89.0,5.0,900000.0,526000.0
2022 Maruti BREZZA ZXI SMART HYBRID,Delhi,SUV,2022,5377,Petrol,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,1159000.0
2021 Maruti Alto LXI,Gurugram,Hatchback,2021,26866,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,334000.0
2014 Maruti Ertiga VXI CNG,Noida,MPV,2014,62157,CNG,Manual,2,20.5,1462.0,103.0,7.0,1150000.0,586000.0
2023 Maruti New Wagon-R LXI 1.0,Ghaziabad,Other,2023,1958,Petrol,Manual,1,,,,,,589000.0
2019 Maruti Baleno DELTA CVT PETROL 1.2,Faridabad,Hatchback,2019,16547,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,600000.0
2017 Maruti Wagon R 1.0 LXI CNG,Delhi,Hatchback,2017,57012,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,376000.0
2016 Maruti Celerio ZXI AMT,Gurugram,Hatchback,2016,76727,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,385000.0
2021 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,Noida,Sedan,2021,30926,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,773000.0
2018 Maruti Baleno ALPHA CVT PETROL 1.2,Ghaziabad,Hatchback,2018,44613,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,580000.0
2015 Maruti Celerio VXI AMT,Faridabad,Hatchback,2015,73092,Petrol,Automatic,2,25.0,998.0,66.0,5.0,700000.0,327000.0
2014 Maruti Swift VXI,Delhi,Hatchback,2014,53120,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,371000.0
2017 Maruti Wagon R 1.0 VXI,Gurugram,Hatchback,2017,22280,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,380000.0
2014 Maruti Wagon R 1.0 LXI CNG,Noida,Hatchback,2014,99498,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,288000.0
2017 Maruti Wagon R 1.0 LXI CNG,Ghaziabad,Hatchback,2017,56359,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,376000.0
2019 Maruti Celerio VXI CNG,Faridabad,Hatchback,2019,35436,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,518000.0
2013 Maruti Wagon R Stingray VXI,Delhi,Hatchback,2013,35954,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,295000.0
2016 Maruti Swift Dzire VXI,Gurugram,Hatchback,2016,49757,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,439000.0
2020 Maruti S Cross ALPHA AT SMART HYBRID,Noida,Other,2020,29624,Petrol,Automatic,1,,,,,,1006000.0
2020 Maruti S PRESSO VXI CNG,Ghaziabad,Other,2020,66992,CNG,Manual,1,,,,,,401000.0
2015 Maruti Wagon R 1.0 VXI,Faridabad,Hatchback,2015,28048,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,305000.0
2015 Maruti Ertiga ZDI,Delhi,MPV,2015,74875,Diesel,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,725000.0
2018 Maruti Ciaz ZETA 1.5 SHVS MT PETROL,Gurugram,Sedan,2018,18001,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,706000.0
2021 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,Noida,Sedan,2021,16909,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,755000.0
2017 Maruti Swift VXI,Ghaziabad,Hatchback,2017,57535,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,474000.0
2017 Maruti IGNIS DELTA 1.2,Faridabad,Hatchback,2017,56219,CNG,Manual,2,20.9,1197.0,82.0,5.0,800000.0,431000.0
2015 Maruti Wagon R 1.0 VXI,Delhi,Hatchback,2015,16624,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,338000.0
2017 Maruti Baleno DELTA PETROL 1.2,Gurugram,Hatchback,2017,62669,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,506000.0
2013 Maruti Swift Dzire ZDI,Noida,Hatchback,2013,120050,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,438000.0
2018 Maruti Wagon R 1.0 LXI CNG,Ghaziabad,Hatchback,2018,98745,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,408000.0
2021 Maruti New Wagon-R ZXI 1.2 AMT,Faridabad,Other,2021,34224,Petrol,Automatic,1,,,,,,609000.0
2021 Maruti Baleno ZETA PETROL 1.2,Delhi,Hatchback,2021,14955,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,716000.0
2012 Maruti Swift Dzire ZXI,Gurugram,Hatchback,2012,60719,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,334000.0
2015 Maruti Baleno ALPHA DIESEL 1.3,Noida,Hatchback,2015,59958,Diesel,Manual,2,22.3,1197.0,89.0,5.0,900000.0,546000.0
2018 Maruti Baleno ALPHA CVT PETROL 1.2,Ghaziabad,Hatchback,2018,33155,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,607000.0
2013 Maruti Wagon R 1.0 VXI,Faridabad,Hatchback,2013,45304,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,275000.0
2013 Maruti Ertiga ZXI,Delhi,MPV,2013,41016,Petrol,Manual,2,20.5,1462.0,103.0,7.0,1150000.0,513000.0
2015 Maruti Ertiga ZXI,Gurugram,MPV,2015,48033,Petrol,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,651000.0
2019 Maruti S PRESSO VXI PLUS AMT,Noida,Other,2019,21125,Petrol,Automatic,1,,,,,,427000.0
2021 Maruti New Wagon-R VXI (O) 1.2,Ghaziabad,Other,2021,19528,Petrol,Manual,2,,,,,,468000.0
2020 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Faridabad,Sedan,2020,23697,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,866000.0
2012 Maruti Wagon R 1.0 VXI,Delhi,Hatchback,2012,43569,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,239000.0
2019 Maruti Baleno ZETA CVT PETROL 1.2,Gurugram,Hatchback,2019,24684,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,708000.0
2015 Maruti Wagon R 1.0 VXI,Noida,Hatchback,2015,34384,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,341000.0
2022 Maruti S PRESSO VXI+,Ghaziabad,Other,2022,10815,Petrol,Manual,1,,,,,,476000.0
2017 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2017,29835,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,525000.0
2021 Maruti New Wagon-R LXI CNG (O) 1.0,Delhi,Other,2021,13106,CNG,Manual,1,,,,,,587000.0
2021 Maruti S PRESSO VXI (O) CNG,Gurugram,Other,2021,48375,CNG,Manual,1,,,,,,480000.0
2019 Maruti New Wagon-R VXI (O) 1.2,Noida,Other,2019,25824,Petrol,Manual,1,,,,,,476000.0
2017 Maruti Wagon R 1.0 VXI AMT,Ghaziabad,Hatchback,2017,84486,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,750000.0,375000.0
2019 Maruti IGNIS ALPHA 1.2,Faridabad,Hatchback,2019,22343,Petrol,Manual,2,20.9,1197.0,82.0,5.0,800000.0,529000.0
2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Delhi,Sedan,2019,54408,Petrol,Automatic,2,20.0,1462.0,103.0,5.0,1100000.0,643000.0
2017 Maruti IGNIS ZETA 1.2 AMT DUAL TONE,Gurugram,Hatchback,2017,38048,Petrol,Automatic,2,20.9,1197.0,82.0,5.0,800000.0,465000.0
2017 Maruti IGNIS DELTA 1.2,Noida,Hatchback,2017,30176,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,432000.0
2017 Maruti Baleno DELTA PETROL 1.2,Ghaziabad,Hatchback,2017,30064,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,515000.0
2021 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Faridabad,Sedan,2021,29291,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,865000.0
2014 Maruti Celerio VXI AMT,Delhi,Hatchback,2014,98502,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,318000.0
2021 Maruti New Wagon-R LXI CNG 1.0,Gurugram,Other,2021,23233,CNG,Manual,1,,,,,,562000.0
2022 Maruti New Wagon-R ZXI 1.2,Noida,Other,2022,20987,Petrol,Manual,1,,,,,,587000.0
2017 Maruti IGNIS ZETA 1.2 AMT DUAL TONE,Ghaziabad,Hatchback,2017,19428,Petrol,Automatic,2,20.9,1197.0,82.0,5.0,800000.0,478000.0
2021 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Faridabad,Sedan,2021,33706,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,945000.0
2021 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,Delhi,Sedan,2021,16992,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,927000.0
2020 Maruti S PRESSO VXI CNG,Gurugram,Other,2020,37608,CNG,Manual,1,,,,,,416000.0
2014 Maruti Swift Dzire ZDI,Noida,Hatchback,2014,11144,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,525000.0
2017 Maruti Wagon R 1.0 VXI OPT,Ghaziabad,Hatchback,2017,43944,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,371000.0
2014 Maruti Wagon R 1.0 LXI CNG,Faridabad,Hatchback,2014,105898,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,287000.0
2017 Maruti Wagon R 1.0 VXI,Delhi,Hatchback,2017,34793,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,379000.0
2021 Maruti New Wagon-R LXI CNG 1.0,Gurugram,Other,2021,30981,CNG,Manual,1,,,,,,562000.0
2014 Maruti Wagon R 1.0 LXI CNG,Noida,Hatchback,2014,95135,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,333000.0
2021 Maruti New Wagon-R LXI CNG (O) 1.0,Ghaziabad,Other,2021,36188,CNG,Manual,1,,,,,,586000.0
2023 Maruti New Wagon-R VXI 1.0 AMT,Faridabad,Other,2023,3883,Petrol,Automatic,1,,,,,,723000.0
2020 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Delhi,Sedan,2020,31176,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,879000.0
2018 Maruti Swift VXI AMT,Gurugram,Hatchback,2018,77150,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,850000.0,506000.0
2023 Maruti XL6 ZETA CNG,Noida,MPV,2023,21141,CNG,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,1225000.0
2020 Maruti New Wagon-R LXI CNG 1.0,Ghaziabad,Other,2020,25230,CNG,Manual,1,,,,,,529000.0
2014 Maruti Swift VXI,Faridabad,Hatchback,2014,29876,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,392000.0
2015 Maruti Swift VXI,Delhi,Hatchback,2015,76928,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,381000.0
2018 Maruti Dzire VXI AMT,Gurugram,Sedan,2018,51852,Petrol,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,562000.0
2017 Maruti Wagon R 1.0 VXI,Noida,Hatchback,2017,19081,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,351000.0
2012 Maruti Wagon R 1.0 VXI,Ghaziabad,Hatchback,2012,42531,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,234000.0
2017 Maruti Baleno ALPHA DIESEL 1.3,Faridabad,Hatchback,2017,73649,Diesel,Manual,1,22.3,1197.0,89.0,5.0,900000.0,556000.0
2019 Maruti New Wagon-R VXI 1.2,Delhi,Other,2019,11829,Petrol,Manual,2,,,,,,462000.0
2016 Maruti Ertiga VXI,Gurugram,MPV,2016,43851,Petrol,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,679000.0
2014 Maruti Wagon R 1.0 LXI,Noida,Hatchback,2014,67447,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,280000.0
2014 Maruti Ertiga VDI,Ghaziabad,MPV,2014,119998,Diesel,Manual,2,20.5,1462.0,103.0,7.0,1150000.0,591000.0
2023 Maruti BREZZA ZXI SMART HYBRID,Faridabad,SUV,2023,10234,Petrol,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,1231000.0
2021 Maruti New Wagon-R VXI 1.2,Delhi,Other,2021,18693,Petrol,Manual,1,,,,,,536000.0
2019 Maruti Baleno ZETA CVT PETROL 1.2,Gurugram,Hatchback,2019,16282,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,630000.0
2021 Maruti New Wagon-R LXI CNG 1.0,Noida,Other,2021,27051,CNG,Manual,1,,,,,,562000.0
2020 Maruti S PRESSO VXI (O) AMT,Ghaziabad,Other,2020,13440,Petrol,Automatic,1,,,,,,454000.0
2021 Maruti New Wagon-R LXI CNG (O) 1.0,Faridabad,Other,2021,39613,CNG,Manual,1,,,,,,574000.0
2022 Maruti IGNIS ZETA 1.2,Delhi,Hatchback,2022,6992,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,620000.0
2014 Maruti Wagon R 1.0 VXI,Gurugram,Hatchback,2014,42307,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,304000.0
2017 Maruti Alto 800 LXI CNG,Noida,Hatchback,2017,83469,CNG,Manual,1,24.0,998.0,66.0,5.0,600000.0,282000.0
2022 Maruti XL6 ALPHA AT,Ghaziabad,MPV,2022,24494,Petrol,Automatic,1,20.3,1462.0,103.0,6.0,1200000.0,1213000.0
2021 Maruti XL6 ALPHA MT,Faridabad,MPV,2021,48740,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,1016000.0
2015 Maruti Ciaz ZXI,Delhi,Sedan,2015,85633,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,476000.0
2022 Maruti Ertiga ZXI (O) CNG,Gurugram,MPV,2022,20619,CNG,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,1155000.0
