name,location,body_type,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
2014 Maruti Alto 800 LXI,Noida,Hatchback,2014,40783,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,214000.0
2014 Maruti Alto K10 VXI,Ghaziabad,Hatchback,2014,31827,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,207000.0
2015 Maruti Swift Dzire VXI,Faridabad,Hatchback,2015,84530,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,369000.0
2017 Maruti Baleno ZETA PETROL 1.2,Delhi,Hatchback,2017,49544,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,454000.0
2020 Maruti Baleno DELTA PETROL 1.2,Gurugram,Hatchback,2020,33723,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,583000.0
2014 Maruti Swift VXI,Noida,Hatchback,2014,69389,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,333000.0
2013 Maruti Swift Dzire VXI,Ghaziabad,Hatchback,2013,33244,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,378000.0
2017 Maruti Swift Dzire ZXI,Faridabad,Hatchback,2017,34196,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,519000.0
2017 Maruti Alto 800 LXI CNG O,Delhi,Hatchback,2017,76356,CNG,Manual,1,24.0,998.0,66.0,5.0,600000.0,285000.0
2016 Maruti Ciaz ZXI+ AT,Gurugram,Sedan,2016,90742,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,567000.0
2015 Maruti Alto K10 VXI,Noida,Hatchback,2015,51243,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,243000.0
2014 Maruti Celerio VXI AMT,Ghaziabad,Hatchback,2014,76296,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,306000.0
2018 Maruti Wagon R 1.0 LXI CNG,Faridabad,Hatchback,2018,48605,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,388000.0
2020 Maruti New Wagon-R VXI 1.2,Delhi,Other,2020,20785,Petrol,Manual,1,,,,,,511000.0
2014 Maruti Wagon R 1.0 VXI,Gurugram,Hatchback,2014,53375,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,270000.0
2016 Maruti Baleno DELTA DIESEL 1.3,Noida,Hatchback,2016,62767,Diesel,Manual,1,22.3,1197.0,89.0,5.0,900000.0,546000.0
2015 Maruti Ertiga VXI CNG,Ghaziabad,MPV,2015,31504,CNG,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,665000.0
2017 Maruti Celerio ZXI,Faridabad,Hatchback,2017,27882,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,388000.0
2014 Maruti Swift Dzire VXI,Delhi,Hatchback,2014,42022,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,390000.0
2017 Maruti Celerio VXI CNG,Gurugram,Hatchback,2017,79682,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,403000.0
2017 Maruti Wagon R 1.0 VXI AMT,Noida,Hatchback,2017,65289,Petrol,Automatic,1,22.0,1197.0,88.0,5.0,750000.0,366000.0
2013 Maruti Wagon R 1.0 LXI CNG,Ghaziabad,Hatchback,2013,80601,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,286000.0
2014 Maruti Celerio VXI AMT,Faridabad,Hatchback,2014,32718,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,329000.0
2017 Maruti Baleno ZETA CVT PETROL 1.2,Delhi,Hatchback,2017,77650,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,521000.0
2021 Maruti Baleno ZETA CVT PETROL 1.2,Gurugram,Hatchback,2021,14683,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,779000.0
2013 Maruti Wagon R 1.0 LXI CNG,Noida,Hatchback,2013,75349,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,267000.0
2021 Maruti New Wagon-R LXI CNG 1.0,Ghaziabad,Other,2021,13032,CNG,Manual,1,,,,,,570000.0
2022 Maruti S PRESSO VXI (O) CNG,Faridabad,Other,2022,31772,CNG,Manual,1,,,,,,488000.0
2018 Maruti IGNIS ZETA 1.2 AMT,Delhi,Hatchback,2018,76787,Petrol,Automatic,2,20.9,1197.0,82.0,5.0,800000.0,467000.0
2016 Maruti Ertiga VXI,Gurugram,MPV,2016,69763,CNG,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,689000.0
2016 Maruti Alto 800 LXI,Noida,Hatchback,2016,45935,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,251000.0
2020 Maruti New Wagon-R LXI CNG 1.0,Ghaziabad,Other,2020,12950,CNG,Manual,2,,,,,,497000.0
2016 Maruti Celerio VXI CNG,Faridabad,Hatchback,2016,90267,CNG,Manual,2,25.0,998.0,66.0,5.0,700000.0,385000.0
2017 Maruti Baleno DELTA PETROL 1.2,Delhi,Hatchback,2017,35708,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,515000.0
2013 Maruti Wagon R 1.0 LXI,Gurugram,Hatchback,2013,44009,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,299000.0
2016 Maruti Swift VXI,Noida,Hatchback,2016,71405,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,493000.0
2014 Maruti Swift VXI,Ghaziabad,Hatchback,2014,17595,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,428000.0
2019 Maruti Alto VXI,Faridabad,Hatchback,2019,8064,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,385000.0
2013 Maruti Alto 800 LXI CNG,Delhi,Hatchback,2013,90913,CNG,Manual,1,24.0,998.0,66.0,5.0,600000.0,243000.0
2021 Maruti New Wagon-R LXI CNG (O) 1.0,Gurugram,Other,2021,51151,CNG,Manual,1,,,,,,585000.0
2013 Maruti Swift VXI,Noida,Hatchback,2013,87034,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,351000.0
2017 Maruti Celerio ZXI,Ghaziabad,Hatchback,2017,60005,Petrol,Manual,3,25.0,998.0,66.0,5.0,700000.0,331000.0
2022 Maruti S PRESSO VXI+,Faridabad,Other,2022,16213,Petrol,Manual,1,,,,,,470000.0
2013 Maruti Alto K10 LXI,Delhi,Hatchback,2013,18101,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,245000.0
2015 Maruti Wagon R 1.0 VXI,Gurugram,Hatchback,2015,56620,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,358000.0
2022 Maruti IGNIS DELTA 1.2,Noida,Hatchback,2022,7097,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,612000.0
2017 Maruti Dzire ZXI AMT,Ghaziabad,Sedan,2017,37274,Petrol,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,621000.0
2023 Maruti BREZZA VXI SMART HYBRID,Faridabad,SUV,2023,21217,Petrol,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,973000.0
2018 Maruti IGNIS DELTA 1.2,Delhi,Hatchback,2018,54728,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,409000.0
2015 Maruti Swift Dzire VXI,Gurugram,Hatchback,2015,96263,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,468000.0
2011 Maruti Alto K10 VXI,Noida,Hatchback,2011,123621,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,170000.0
2015 Maruti Alto K10 VXI AMT,Ghaziabad,Hatchback,2015,30634,Petrol,Automatic,1,24.0,998.0,66.0,5.0,600000.0,319000.0
2018 Maruti IGNIS SIGMA 1.2,Faridabad,Hatchback,2018,57747,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,381000.0
2016 Maruti Swift VXI,Delhi,Hatchback,2016,52736,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,476000.0
2016 Maruti Swift ZXI,Gurugram,Hatchback,2016,64434,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,448000.0
2017 Maruti Swift VXI,Noida,Hatchback,2017,42316,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,454000.0
2017 Maruti Baleno ZETA PETROL 1.2,Ghaziabad,Hatchback,2017,110283,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,518000.0
2017 Maruti Alto K10 LXI CNG (AIRBAG),Faridabad,Hatchback,2017,98581,CNG,Manual,2,24.0,998.0,66.0,5.0,600000.0,327000.0
2018 Maruti Celerio VXI CNG,Delhi,Hatchback,2018,90082,CNG,Manual,2,25.0,998.0,66.0,5.0,700000.0,435000.0
2018 Maruti Dzire VDI AMT,Gurugram,Sedan,2018,100984,Diesel,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,652000.0
2018 Maruti Dzire VDI,Noida,Sedan,2018,83762,Diesel,Manual,2,23.0,1197.0,89.0,5.0,900000.0,635000.0
2019 Maruti Baleno DELTA PETROL 1.2,Ghaziabad,Hatchback,2019,39639,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,524000.0
2014 Maruti Celerio ZXI,Faridabad,Hatchback,2014,37678,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,330000.0
2017 Maruti Wagon R 1.0 VXI (O) AMT,Delhi,Hatchback,2017,70769,Petrol,Automatic,2,22.0,1197.0,88.0,5.0,750000.0,347000.0
2019 Maruti Celerio ZXI,Gurugram,Hatchback,2019,37817,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,439000.0
2013 Maruti Swift VXI,Noida,Hatchback,2013,88376,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,357000.0
2017 Maruti Alto K10 VXI,Ghaziabad,Hatchback,2017,32701,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,347000.0
2021 Maruti XL6 ZETA MT,Faridabad,MPV,2021,19967,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,976000.0
2015 Maruti Celerio ZXI (O),Delhi,Hatchback,2015,27204,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,375000.0
2013 Maruti Swift Dzire ZDI,Gurugram,Hatchback,2013,96999,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,544000.0
2017 Maruti Celerio ZXI AMT (O),Noida,Hatchback,2017,67082,Petrol,Automatic,1,25.0,998.0,66.0,5.0,700000.0,404000.0
2019 Maruti IGNIS DELTA 1.2,Ghaziabad,Hatchback,2019,69689,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,449000.0
2020 Maruti Baleno DELTA CVT PETROL 1.2,Faridabad,Hatchback,2020,32117,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,677000.0
2019 Maruti Celerio VXI CNG,Delhi,Hatchback,2019,59169,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,500000.0
2014 Maruti Swift Dzire VXI,Gurugram,Hatchback,2014,63296,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,435000.0
2020 Maruti IGNIS ZETA 1.2 AMT,Noida,Hatchback,2020,58158,Petrol,Automatic,1,20.9,1197.0,82.0,5.0,800000.0,547000.0
2017 Maruti Swift VXI,Ghaziabad,Hatchback,2017,116084,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,453000.0
2017 Maruti Baleno ALPHA PETROL 1.2,Faridabad,Hatchback,2017,69911,Petrol,Manual,2,22.3,1197.0,89.0,5.0,900000.0,535000.0
2011 Maruti Swift Dzire ZXI,Delhi,Hatchback,2011,39721,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,307000.0
2014 Maruti Alto K10 LXI,Gurugram,Hatchback,2014,53066,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,234000.0
2020 Maruti New Wagon-R VXI 1.0 AMT,Noida,Other,2020,52105,Petrol,Automatic,1,,,,,,470000.0
2017 Maruti Ciaz SIGMA 1.4 MT PETROL,Ghaziabad,Sedan,2017,51872,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,579000.0
2021 Maruti Celerio ZXI (O),Faridabad,Hatchback,2021,38233,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,491000.0
2013 Maruti Swift Dzire VDI,Delhi,Hatchback,2013,100777,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,454000.0
2022 Maruti Baleno ALPHA 1.2 AGS,Gurugram,Hatchback,2022,27338,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,921000.0
2013 Maruti Wagon R 1.0 LXI,Noida,Hatchback,2013,75649,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,287000.0
2020 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,Ghaziabad,Sedan,2020,63804,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,737000.0
2019 Maruti New Wagon-R ZXI 1.2 AMT,Faridabad,Other,2019,71773,Petrol,Automatic,1,,,,,,497000.0
2017 Maruti Alto 800 LXI,Delhi,Hatchback,2017,69275,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,294000.0
2012 Maruti Alto K10 VXI,Gurugram,Hatchback,2012,72136,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,193000.0
2020 Maruti Celerio VXI (O) CNG,Noida,Hatchback,2020,37683,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,552000.0
2022 Maruti Vitara Brezza ZXI PLUS AT SHVS,Ghaziabad,SUV,2022,11953,Petrol,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,1089000.0
2012 Maruti Wagon R 1.0 LXI CNG,Faridabad,Hatchback,2012,105803,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,285000.0
2020 Maruti S PRESSO VXI CNG,Delhi,Other,2020,41534,CNG,Manual,1,,,,,,429000.0
2022 Maruti IGNIS DELTA 1.2,Gurugram,Hatchback,2022,11679,Petrol,Manual,1,20.9,1197.0,82.0,5.0,800000.0,565000.0
2018 Maruti Baleno ALPHA PETROL 1.2,Noida,Hatchback,2018,44226,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,588000.0
2018 Maruti Celerio VXI (O) CNG,Ghaziabad,Hatchback,2018,108085,CNG,Manual,2,25.0,998.0,66.0,5.0,700000.0,434000.0
2023 Maruti BREZZA ZXI SMART HYBRID DUAL TONE,Faridabad,SUV,2023,8892,Petrol,Manual,1,18.7,1462.0,103.0,5.0,1150000.0,1220000.0
2020 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,Delhi,Sedan,2020,28539,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,886000.0
2016 Maruti Ciaz VXI,Gurugram,Sedan,2016,39516,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,600000.0
2017 Maruti Alto K10 VXI (O) AMT,Noida,Hatchback,2017,51875,Petrol,Automatic,2,24.0,998.0,66.0,5.0,600000.0,318000.0
2015 Maruti Ciaz ZXI AT,Ghaziabad,Sedan,2015,80161,Petrol,Automatic,2,20.0,1462.0,103.0,5.0,1100000.0,522000.0
2016 Maruti Wagon R 1.0 VXI,Faridabad,Hatchback,2016,78845,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,373000.0
2016 Maruti Celerio ZXI AMT,Delhi,Hatchback,2016,94780,Petrol,Automatic,2,25.0,998.0,66.0,5.0,700000.0,393000.0
2019 Maruti Celerio VXI AMT,Gurugram,Hatchback,2019,36411,Petrol,Automatic,2,25.0,998.0,66.0,5.0,700000.0,466000.0
2015 Maruti Ciaz VXI+,Noida,Sedan,2015,77033,Petrol,Manual,2,20.0,1462.0,103.0,5.0,1100000.0,519000.0
2022 Maruti S PRESSO VXI (O) CNG,Ghaziabad,Other,2022,20971,CNG,Manual,1,,,,,,484000.0
2020 Maruti S PRESSO VXI PLUS AMT,Faridabad,Other,2020,17104,Petrol,Automatic,1,,,,,,446000.0
2017 Maruti Dzire ZXI AMT,Delhi,Sedan,2017,99905,Petrol,Automatic,1,23.0,1197.0,89.0,5.0,900000.0,560000.0
2016 Maruti Ciaz ZXI,Gurugram,Sedan,2016,50044,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,578000.0
2023 Maruti New Wagon-R VXI 1.0 AMT,Noida,Other,2023,12621,Petrol,Automatic,1,,,,,,651000.0
2019 Maruti S PRESSO VXI AMT,Ghaziabad,Other,2019,27670,Petrol,Automatic,2,,,,,,441000.0
2023 Maruti S PRESSO VXI PLUS (O) AMT,Faridabad,Other,2023,1207,Petrol,Automatic,1,,,,,,552000.0
2012 Maruti Swift Dzire VDI,Delhi,Hatchback,2012,100146,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,450000.0
2013 Maruti Wagon R 1.0 LXI,Gurugram,Hatchback,2013,44631,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,297000.0
2018 Maruti Ciaz ZETA 1.4 AT PETROL,Noida,Sedan,2018,85512,Petrol,Automatic,1,20.0,1462.0,103.0,5.0,1100000.0,664000.0
2022 Maruti S PRESSO VXI+,Ghaziabad,Other,2022,13814,Petrol,Manual,1,,,,,,483000.0
2014 Maruti Swift Dzire VXI,Faridabad,Hatchback,2014,124716,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,412000.0
2018 Maruti Celerio X ZXI (O) AMT,Delhi,Hatchback,2018,41964,Petrol,Automatic,2,25.0,998.0,66.0,5.0,700000.0,413000.0
2019 Maruti New Wagon-R VXI (O) 1.0,Gurugram,Other,2019,57936,Petrol,Manual,1,,,,,,475000.0
2011 Maruti Wagon R 1.0 LXI,Noida,Hatchback,2011,85612,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,245000.0
2015 Maruti Wagon R 1.0 VXI,Ghaziabad,Hatchback,2015,52911,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,345000.0
2023 Maruti XL6 ALPHA PLUS MT,Faridabad,MPV,2023,28161,Petrol,Manual,1,20.3,1462.0,103.0,6.0,1200000.0,1258000.0
2014 Maruti Swift Dzire VXI,Delhi,Hatchback,2014,41277,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,456000.0
2020 Maruti Vitara Brezza ZXI PLUS AT SHVS,Gurugram,SUV,2020,39121,Petrol,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,936000.0
2018 Maruti Celerio X ZXI,Noida,Hatchback,2018,31440,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,462000.0
2022 Maruti XL6 ALPHA PLUS AT,Ghaziabad,MPV,2022,10786,Petrol,Automatic,1,20.3,1462.0,103.0,6.0,1200000.0,1408000.0
2012 Maruti Wagon R 1.0 LXI,Faridabad,Hatchback,2012,71136,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,266000.0
2021 Maruti Celerio VXI,Delhi,Hatchback,2021,45951,Petrol,Manual,2,25.0,998.0,66.0,5.0,700000.0,501000.0
2016 Maruti Wagon R 1.0 VXI AMT,Gurugram,Hatchback,2016,62835,Petrol,Automatic,2,22.0,1197.0,88.0,5.0,750000.0,361000.0
2016 Maruti Wagon R 1.0 VXI AMT,Noida,Hatchback,2016,85873,Petrol,Automatic,2,22.0,1197.0,88.0,5.0,750000.0,358000.0
2012 Maruti Wagon R 1.0 LXI,Ghaziabad,Hatchback,2012,63196,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,278000.0
2012 Maruti Wagon R 1.0 LXI,Faridabad,Hatchback,2012,79028,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,266000.0
2018 Maruti Celerio X ZXI (O),Delhi,Hatchback,2018,22237,Petrol,Manual,1,25.0,998.0,66.0,5.0,700000.0,510000.0
2014 Maruti Wagon R 1.0 LXI CNG,Gurugram,Hatchback,2014,82634,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,358000.0
2014 Maruti Swift VXI,Noida,Hatchback,2014,55450,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,431000.0
2019 Maruti New Wagon-R LXI CNG 1.0,Ghaziabad,Other,2019,63339,CNG,Manual,2,,,,,,489000.0
2013 Maruti Ertiga VXI,Faridabad,MPV,2013,48598,Petrol,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,547000.0
2016 Maruti Swift Dzire ZXI,Delhi,Hatchback,2016,31322,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,525000.0
2014 Maruti Swift VXI,Gurugram,Hatchback,2014,80409,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,377000.0
2016 Maruti Swift VXI,Noida,Hatchback,2016,75058,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,472000.0
2014 Maruti Alto 800 LXI,Ghaziabad,Hatchback,2014,60963,Petrol,Manual,1,24.0,998.0,66.0,5.0,600000.0,211000.0
2017 Maruti Celerio VXI (O) CNG,Faridabad,Hatchback,2017,78252,CNG,Manual,2,25.0,998.0,66.0,5.0,700000.0,378000.0
2017 Maruti Alto K10 VXI (O) AMT,Delhi,Hatchback,2017,70605,Petrol,Automatic,1,24.0,998.0,66.0,5.0,600000.0,323000.0
2016 Maruti Alto K10 VXI AMT,Gurugram,Hatchback,2016,94154,Petrol,Automatic,2,24.0,998.0,66.0,5.0,600000.0,297000.0
2022 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2022,25919,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,710000.0
2014 Maruti Swift Dzire VXI,Ghaziabad,Hatchback,2014,27791,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,485000.0
2020 Maruti Celerio VXI (O) CNG,Faridabad,Hatchback,2020,40609,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,565000.0
2017 Maruti Ciaz VXI+,Delhi,Sedan,2017,62978,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,520000.0
2017 Maruti Wagon R 1.0 LXI CNG,Gurugram,Hatchback,2017,115719,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,397000.0
2017 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2017,27135,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,544000.0
2014 Maruti Wagon R 1.0 LXI CNG,Ghaziabad,Hatchback,2014,65835,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,356000.0
2018 Maruti Celerio VXI (O) CNG,Faridabad,Hatchback,2018,57098,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,488000.0
2017 Maruti IGNIS ALPHA 1.2,Delhi,Hatchback,2017,34421,Petrol,Manual,2,20.9,1197.0,82.0,5.0,800000.0,449000.0
2021 Maruti Baleno ZETA CVT PETROL 1.2,Gurugram,Hatchback,2021,4744,Petrol,Automatic,1,22.3,1197.0,89.0,5.0,900000.0,825000.0
2014 Maruti Wagon R Stingray VXI,Noida,Hatchback,2014,80360,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,294000.0
2019 Maruti New Wagon-R VXI 1.0 AMT,Ghaziabad,Other,2019,32605,Petrol,Automatic,2,,,,,,496000.0
2015 Maruti Wagon R 1.0 VXI,Faridabad,Hatchback,2015,43688,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,349000.0
2017 Maruti Wagon R 1.0 LXI CNG,Delhi,Hatchback,2017,58845,CNG,Manual,2,22.0,1197.0,88.0,5.0,750000.0,414000.0
2018 Maruti Ciaz SIGMA 1.4 MT PETROL,Gurugram,Sedan,2018,23948,Petrol,Manual,1,20.0,1462.0,103.0,5.0,1100000.0,641000.0
2018 Maruti Baleno DELTA PETROL 1.2,Noida,Hatchback,2018,98346,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,484000.0
2016 Maruti Swift VXI,Ghaziabad,Hatchback,2016,62561,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,469000.0
2020 Maruti New Wagon-R LXI CNG 1.0,Faridabad,Other,2020,61137,CNG,Manual,1,,,,,,525000.0
2014 Maruti Alto 800 LXI,Delhi,Hatchback,2014,107619,CNG,Manual,3,24.0,998.0,66.0,5.0,600000.0,181000.0
2012 Maruti Swift Dzire VXI,Gurugram,Hatchback,2012,64036,Petrol,Manual,1,22.0,1197.0,88.0,5.0,850000.0,362000.0
2013 Maruti Ertiga VXI CNG,Noida,MPV,2013,69001,CNG,Manual,1,20.5,1462.0,103.0,7.0,1150000.0,587000.0
2016 Maruti Celerio VXI CNG,Ghaziabad,Hatchback,2016,10347,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,426000.0
2015 Maruti Alto K10 VXI AMT,Faridabad,Hatchback,2015,31342,Petrol,Automatic,2,24.0,998.0,66.0,5.0,600000.0,296000.0
2015 Maruti Swift Dzire VDI ABS,Delhi,Hatchback,2015,70911,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,602000.0
2012 Maruti Swift VDI,Gurugram,Hatchback,2012,82541,Diesel,Manual,1,22.0,1197.0,88.0,5.0,850000.0,439000.0
2022 Maruti New Wagon-R ZXI 1.2,Noida,Other,2022,9464,Petrol,Manual,1,,,,,,548000.0
2021 Maruti Vitara Brezza VXI AT SHVS,Ghaziabad,SUV,2021,17902,Petrol,Automatic,1,18.7,1462.0,103.0,5.0,1150000.0,838000.0
2020 Maruti Alto LXI,Faridabad,Hatchback,2020,37246,Petrol,Manual,2,24.0,998.0,66.0,5.0,600000.0,354000.0
2013 Maruti Wagon R 1.0 VXI,Delhi,Hatchback,2013,24588,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,304000.0
2016 Maruti Baleno ZETA CVT PETROL 1.2,Gurugram,Hatchback,2016,60938,Petrol,Automatic,2,22.3,1197.0,89.0,5.0,900000.0,551000.0
2013 Maruti Wagon R 1.0 VXI,Noida,Hatchback,2013,60787,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,274000.0
2021 Maruti New Wagon-R VXI 1.2,Ghaziabad,Other,2021,7994,Petrol,Manual,1,,,,,,513000.0
2018 Maruti Baleno DELTA PETROL 1.2,Faridabad,Hatchback,2018,46150,Petrol,Manual,1,22.3,1197.0,89.0,5.0,900000.0,515000.0
2016 Maruti Swift VXI,Delhi,Hatchback,2016,8433,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,507000.0
2013 Maruti Wagon R 1.0 LXI CNG,Gurugram,Hatchback,2013,115715,CNG,Manual,1,22.0,1197.0,88.0,5.0,750000.0,294000.0
2023 Maruti New Wagon-R LXI 1.0,Noida,Other,2023,5169,Petrol,Manual,1,,,,,,589000.0
2018 Maruti Celerio VXI CNG,Ghaziabad,Hatchback,2018,99211,CNG,Manual,1,25.0,998.0,66.0,5.0,700000.0,459000.0
2016 Maruti Wagon R 1.0 VXI,Faridabad,Hatchback,2016,36942,Petrol,Manual,2,22.0,1197.0,88.0,5.0,750000.0,348000.0
2023 Maruti New Wagon-R ZXI 1.2,Delhi,Other,2023,11054,Petrol,Manual,1,,,,,,614000.0
2022 Maruti New Wagon-R LXI 1.0,Gurugram,Other,2022,20485,Petrol,Manual,1,,,,,,521000.0
2019 Maruti XL6 ZETA AT,Noida,MPV,2019,48847,Petrol,Automatic,2,20.3,1462.0,103.0,6.0,1200000.0,956000.0
2017 Maruti Wagon R 1.0 VXI,Ghaziabad,Hatchback,2017,22789,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,424000.0
2015 Maruti Swift Dzire ZXI,Faridabad,Hatchback,2015,65005,Petrol,Manual,2,22.0,1197.0,88.0,5.0,850000.0,445000.0
2013 Maruti Wagon R 1.0 VXI,Delhi,Hatchback,2013,57444,Petrol,Manual,1,22.0,1197.0,88.0,5.0,750000.0,286000.0
